split,subject,class,segment_id,onset_EDA_s,onset_BVP_s,onset_RESP_s,onset_consensus_s,onset_spread_s
train,58,PainArm,58_PainArm_1,,3.01,3.39,3.2,0.38000000000000034
train,58,PainArm,58_PainArm_2,,3.68,2.18,2.93,1.5
train,58,PainHand,58_PainHand_1,,2.22,2.33,2.2750000000000004,0.10999999999999988
train,58,PainHand,58_PainHand_2,,3.78,3.38,3.58,0.3999999999999999
train,58,PainArm,58_PainArm_4,,2.76,2.14,2.45,0.6199999999999997
train,58,PainArm,58_PainArm_5,,2.33,3.14,2.7350000000000003,0.81
train,58,PainArm,58_PainArm_6,,,2.06,2.06,0.0
train,58,PainHand,58_PainHand_3,,,3.06,3.06,0.0
train,58,PainArm,58_PainArm_7,,,2.34,2.34,0.0
train,58,PainArm,58_PainArm_8,2.05,2.63,2.8,2.63,0.75
train,58,PainHand,58_PainHand_4,,3.17,2.63,2.9,0.54
train,58,PainHand,58_PainHand_5,,,2.73,2.73,0.0
train,58,PainHand,58_PainHand_6,,2.87,2.11,2.49,0.7600000000000002
train,58,PainArm,58_PainArm_9,,,2.59,2.59,0.0
train,58,PainHand,58_PainHand_7,,2.42,,2.42,0.0
train,58,PainHand,58_PainHand_8,,1.86,2.65,2.255,0.7899999999999998
train,58,PainHand,58_PainHand_9,,2.47,2.16,2.3150000000000004,0.31000000000000005
train,58,PainHand,58_PainHand_10,,2.87,2.24,2.555,0.6299999999999999
train,58,PainHand,58_PainHand_11,,3.01,3.68,3.3449999999999998,0.6700000000000004
train,58,PainArm,58_PainArm_10,,2.4,2.9,2.65,0.5
train,58,PainArm,58_PainArm_11,,3.69,2.94,3.315,0.75
train,58,PainHand,58_PainHand_12,,3.93,2.64,3.285,1.29
train,58,PainArm,58_PainArm_12,2.09,,2.13,2.11,0.040000000000000036
train,59,PainHand,59_PainHand_1,,1.67,3.74,2.705,2.0700000000000003
train,59,PainArm,59_PainArm_2,3.35,2.9,3.07,3.07,0.4500000000000002
train,59,PainHand,59_PainHand_5,,3.4,3.51,3.455,0.10999999999999988
train,59,PainArm,59_PainArm_5,,2.16,2.09,2.125,0.07000000000000028
train,59,PainArm,59_PainArm_7,,1.81,2.25,2.0300000000000002,0.43999999999999995
train,59,PainArm,59_PainArm_8,,1.68,2.21,1.9449999999999998,0.53
train,59,PainArm,59_PainArm_9,,1.64,2.82,2.23,1.18
train,59,PainArm,59_PainArm_10,,2.09,2.98,2.535,0.8900000000000001
train,59,PainArm,59_PainArm_11,,1.61,2.22,1.915,0.6100000000000001
train,59,PainHand,59_PainHand_11,,2.26,2.26,2.26,0.0
train,59,PainHand,59_PainHand_12,,1.77,2.28,2.025,0.5099999999999998
train,59,PainArm,59_PainArm_12,,2.55,3.45,3.0,0.9000000000000004
train,60,PainArm,60_PainArm_1,,,2.94,2.94,0.0
train,60,PainArm,60_PainArm_2,,,2.1,2.1,0.0
train,60,PainHand,60_PainHand_1,,,2.22,2.22,0.0
train,60,PainHand,60_PainHand_2,,1.57,2.2,1.8850000000000002,0.6300000000000001
train,60,PainArm,60_PainArm_3,,,2.65,2.65,0.0
train,60,PainArm,60_PainArm_4,,,2.08,2.08,0.0
train,60,PainHand,60_PainHand_3,2.28,,2.17,2.2249999999999996,0.10999999999999988
train,60,PainHand,60_PainHand_4,2.65,1.94,2.51,2.51,0.71
train,60,PainArm,60_PainArm_5,,,2.63,2.63,0.0
train,60,PainArm,60_PainArm_6,,,2.74,2.74,0.0
train,60,PainHand,60_PainHand_5,,,3.04,3.04,0.0
train,60,PainHand,60_PainHand_6,,,2.02,2.02,0.0
train,60,PainArm,60_PainArm_7,,,2.42,2.42,0.0
train,60,PainArm,60_PainArm_8,,2.29,2.07,2.1799999999999997,0.2200000000000002
train,60,PainHand,60_PainHand_7,,2.89,2.25,2.5700000000000003,0.6400000000000001
train,60,PainArm,60_PainArm_9,,,3.33,3.33,0.0
train,60,PainArm,60_PainArm_10,,,2.24,2.24,0.0
train,60,PainHand,60_PainHand_8,,2.67,2.9,2.785,0.22999999999999998
train,60,PainHand,60_PainHand_9,,,3.35,3.35,0.0
train,60,PainHand,60_PainHand_10,,3.76,3.66,3.71,0.09999999999999964
train,60,PainArm,60_PainArm_11,,3.95,3.05,3.5,0.9000000000000004
train,60,PainHand,60_PainHand_11,,,2.75,2.75,0.0
train,60,PainHand,60_PainHand_12,,,2.14,2.14,0.0
train,60,PainArm,60_PainArm_12,,,2.62,2.62,0.0
train,63,PainHand,63_PainHand_1,,,3.13,3.13,0.0
train,63,PainHand,63_PainHand_2,,,2.27,2.27,0.0
train,63,PainArm,63_PainArm_1,,,2.02,2.02,0.0
train,63,PainArm,63_PainArm_2,,,2.2,2.2,0.0
train,63,PainHand,63_PainHand_3,,,2.17,2.17,0.0
train,63,PainHand,63_PainHand_4,2.11,,2.12,2.115,0.010000000000000231
train,63,PainArm,63_PainArm_3,,,2.28,2.28,0.0
train,63,PainHand,63_PainHand_5,,,2.12,2.12,0.0
train,63,PainHand,63_PainHand_6,,,2.06,2.06,0.0
train,63,PainHand,63_PainHand_7,,,3.08,3.08,0.0
train,63,PainArm,63_PainArm_4,,,2.01,2.01,0.0
train,63,PainHand,63_PainHand_8,,3.95,2.23,3.09,1.7200000000000002
train,63,PainHand,63_PainHand_9,,,2.24,2.24,0.0
train,63,PainArm,63_PainArm_5,,1.78,2.16,1.9700000000000002,0.3800000000000001
train,63,PainHand,63_PainHand_10,,,2.22,2.22,0.0
train,63,PainArm,63_PainArm_6,,,3.26,3.26,0.0
train,63,PainArm,63_PainArm_7,,,2.14,2.14,0.0
train,63,PainArm,63_PainArm_8,,,2.66,2.66,0.0
train,63,PainArm,63_PainArm_9,2.45,,2.2,2.325,0.25
train,63,PainArm,63_PainArm_10,,2.35,2.15,2.25,0.20000000000000018
train,63,PainArm,63_PainArm_11,,1.77,2.61,2.19,0.8399999999999999
train,63,PainHand,63_PainHand_11,,,2.25,2.25,0.0
train,63,PainHand,63_PainHand_12,,,2.72,2.72,0.0
train,63,PainArm,63_PainArm_12,,,2.13,2.13,0.0
validation,7,PainArm,7_PainArm_2,,1.59,2.33,1.96,0.74
validation,7,PainHand,7_PainHand_2,2.14,2.53,2.2,2.2,0.3899999999999997
validation,7,PainArm,7_PainArm_3,,,3.13,3.13,0.0
validation,7,PainHand,7_PainHand_3,,1.77,2.48,2.125,0.71
validation,7,PainArm,7_PainArm_4,,1.31,2.15,1.73,0.8399999999999999
validation,7,PainArm,7_PainArm_5,,2.3,2.04,2.17,0.2599999999999998
validation,7,PainHand,7_PainHand_6,2.01,1.73,2.19,2.01,0.45999999999999996
validation,7,PainArm,7_PainArm_7,3.13,1.61,2.86,2.86,1.5199999999999998
validation,7,PainHand,7_PainHand_7,,3.56,2.3,2.9299999999999997,1.2600000000000002
validation,7,PainArm,7_PainArm_9,,2.17,2.16,2.165,0.009999999999999787
validation,7,PainHand,7_PainHand_9,,1.44,2.1,1.77,0.6600000000000001
validation,7,PainHand,7_PainHand_10,,1.98,2.6,2.29,0.6200000000000001
validation,9,PainArm,9_PainArm_1,,3.4,2.01,2.705,1.3900000000000001
validation,9,PainHand,9_PainHand_1,,3.42,2.23,2.825,1.19
validation,9,PainArm,9_PainArm_2,,,2.07,2.07,0.0
validation,9,PainHand,9_PainHand_2,,,2.39,2.39,0.0
validation,9,PainArm,9_PainArm_3,,,2.27,2.27,0.0
validation,9,PainHand,9_PainHand_3,,2.85,2.04,2.4450000000000003,0.81
validation,9,PainArm,9_PainArm_4,,3.11,2.47,2.79,0.6399999999999997
validation,9,PainHand,9_PainHand_4,,,2.29,2.29,0.0
validation,9,PainHand,9_PainHand_5,,,2.3,2.3,0.0
validation,9,PainArm,9_PainArm_6,,,2.18,2.18,0.0
validation,9,PainHand,9_PainHand_6,,,2.43,2.43,0.0
validation,9,PainArm,9_PainArm_7,,,2.33,2.33,0.0
validation,9,PainHand,9_PainHand_7,,,2.91,2.91,0.0
validation,9,PainHand,9_PainHand_8,,2.93,2.79,2.8600000000000003,0.14000000000000012
validation,9,PainArm,9_PainArm_9,,,2.18,2.18,0.0
validation,9,PainHand,9_PainHand_9,2.01,,3.53,2.7699999999999996,1.52
validation,9,PainArm,9_PainArm_10,,2.48,2.3,2.3899999999999997,0.18000000000000016
validation,9,PainHand,9_PainHand_10,,3.12,2.32,2.7199999999999998,0.8000000000000003
validation,9,PainArm,9_PainArm_11,,,2.83,2.83,0.0
validation,9,PainArm,9_PainArm_12,,2.4,2.17,2.285,0.22999999999999998
validation,9,PainHand,9_PainHand_12,,,2.69,2.69,0.0
validation,10,PainHand,10_PainHand_1,2.48,3.73,2.54,2.54,1.25
validation,10,PainArm,10_PainArm_1,,,2.32,2.32,0.0
validation,10,PainHand,10_PainHand_2,,1.55,2.76,2.155,1.2099999999999997
validation,10,PainArm,10_PainArm_2,,3.14,2.36,2.75,0.7800000000000002
validation,10,PainHand,10_PainHand_3,,3.61,2.48,3.045,1.13
validation,10,PainHand,10_PainHand_4,,1.69,2.75,2.2199999999999998,1.06
validation,10,PainArm,10_PainArm_3,,2.06,2.38,2.2199999999999998,0.31999999999999984
validation,10,PainArm,10_PainArm_4,,2.66,2.49,2.575,0.16999999999999993
validation,10,PainHand,10_PainHand_5,,2.64,2.25,2.4450000000000003,0.3900000000000001
validation,10,PainHand,10_PainHand_6,,2.59,2.79,2.69,0.20000000000000018
validation,10,PainArm,10_PainArm_6,,2.25,2.03,2.1399999999999997,0.2200000000000002
validation,10,PainArm,10_PainArm_7,,2.09,2.33,2.21,0.2400000000000002
validation,10,PainHand,10_PainHand_7,,2.43,2.13,2.2800000000000002,0.30000000000000027
validation,10,PainArm,10_PainArm_8,,2.72,2.52,2.62,0.20000000000000018
validation,10,PainHand,10_PainHand_8,,1.87,3.26,2.565,1.3899999999999997
validation,10,PainHand,10_PainHand_9,2.38,1.8,2.53,2.38,0.7299999999999998
validation,10,PainArm,10_PainArm_9,,,2.12,2.12,0.0
validation,10,PainHand,10_PainHand_10,,2.1,2.55,2.325,0.44999999999999973
validation,10,PainHand,10_PainHand_11,,2.2,2.51,2.355,0.3099999999999996
validation,10,PainHand,10_PainHand_12,,2.13,2.1,2.115,0.029999999999999805
validation,10,PainArm,10_PainArm_11,,2.38,2.39,2.385,0.010000000000000231
validation,10,PainArm,10_PainArm_12,,2.92,2.38,2.65,0.54
validation,14,PainArm,14_PainArm_1,,2.81,2.84,2.825,0.029999999999999805
validation,14,PainHand,14_PainHand_1,,1.42,2.31,1.865,0.8900000000000001
validation,14,PainArm,14_PainArm_2,2.01,1.32,2.14,2.01,0.8200000000000001
validation,14,PainHand,14_PainHand_2,,2.03,2.09,2.0599999999999996,0.06000000000000005
validation,14,PainArm,14_PainArm_3,3.26,2.45,2.28,2.45,0.98
validation,14,PainHand,14_PainHand_3,,1.97,2.21,2.09,0.24
validation,14,PainArm,14_PainArm_4,,2.11,2.73,2.42,0.6200000000000001
validation,14,PainHand,14_PainHand_4,,2.05,2.12,2.085,0.07000000000000028
validation,14,PainHand,14_PainHand_5,,1.71,2.07,1.89,0.3599999999999999
validation,14,PainArm,14_PainArm_5,,1.45,2.41,1.9300000000000002,0.9600000000000002
validation,14,PainHand,14_PainHand_6,,2.09,2.99,2.54,0.9000000000000004
validation,14,PainArm,14_PainArm_6,,,2.07,2.07,0.0
validation,14,PainHand,14_PainHand_7,,1.29,2.23,1.76,0.94
validation,14,PainArm,14_PainArm_7,,2.81,2.5,2.6550000000000002,0.31000000000000005
validation,14,PainArm,14_PainArm_8,,,2.67,2.67,0.0
validation,14,PainHand,14_PainHand_8,,2.21,2.13,2.17,0.08000000000000007
validation,14,PainArm,14_PainArm_9,,1.78,2.39,2.085,0.6100000000000001
validation,14,PainHand,14_PainHand_9,2.88,,2.33,2.605,0.5499999999999998
validation,14,PainArm,14_PainArm_10,,2.66,2.35,2.505,0.31000000000000005
validation,14,PainHand,14_PainHand_10,,1.33,2.12,1.725,0.79
validation,14,PainArm,14_PainArm_11,,1.61,2.26,1.935,0.6499999999999997
validation,14,PainHand,14_PainHand_11,,1.48,2.36,1.92,0.8799999999999999
validation,14,PainHand,14_PainHand_12,,2.0,2.82,2.41,0.8199999999999998
validation,14,PainArm,14_PainArm_12,,,2.17,2.17,0.0
validation,19,PainHand,19_PainHand_1,,,2.0,2.0,0.0
validation,19,PainArm,19_PainArm_1,2.0,2.66,2.8,2.66,0.7999999999999998
validation,19,PainArm,19_PainArm_2,,3.47,2.13,2.8,1.3400000000000003
validation,19,PainHand,19_PainHand_3,,2.6,2.21,2.4050000000000002,0.3900000000000001
validation,19,PainHand,19_PainHand_4,,1.62,2.2,1.9100000000000001,0.5800000000000001
validation,19,PainArm,19_PainArm_3,,3.79,2.2,2.995,1.5899999999999999
validation,19,PainHand,19_PainHand_5,,3.38,2.07,2.7249999999999996,1.31
validation,19,PainHand,19_PainHand_6,2.01,1.74,2.41,2.01,0.6700000000000002
validation,19,PainHand,19_PainHand_7,,1.53,2.14,1.835,0.6100000000000001
validation,19,PainArm,19_PainArm_4,,2.12,2.17,2.145,0.04999999999999982
validation,19,PainHand,19_PainHand_8,,2.13,2.19,2.16,0.06000000000000005
validation,19,PainArm,19_PainArm_5,2.01,1.78,2.22,2.01,0.44000000000000017
validation,19,PainHand,19_PainHand_10,2.01,1.99,2.36,2.01,0.3699999999999999
validation,19,PainArm,19_PainArm_6,,1.63,2.58,2.105,0.9500000000000002
validation,19,PainArm,19_PainArm_7,,2.08,2.25,2.165,0.16999999999999993
validation,19,PainArm,19_PainArm_8,2.0,,2.3,2.15,0.2999999999999998
validation,19,PainArm,19_PainArm_10,,2.0,2.19,2.0949999999999998,0.18999999999999995
validation,19,PainArm,19_PainArm_11,,2.19,2.47,2.33,0.28000000000000025
validation,19,PainHand,19_PainHand_11,,2.09,2.17,2.13,0.08000000000000007
validation,19,PainArm,19_PainArm_12,,1.52,2.25,1.885,0.73
validation,35,PainArm,35_PainArm_2,,1.4,2.07,1.7349999999999999,0.6699999999999999
validation,35,PainHand,35_PainHand_3,,2.36,2.83,2.5949999999999998,0.4700000000000002
validation,35,PainArm,35_PainArm_3,,3.34,2.23,2.785,1.1099999999999999
validation,35,PainHand,35_PainHand_5,,,3.21,3.21,0.0
validation,35,PainArm,35_PainArm_5,,,2.04,2.04,0.0
validation,35,PainArm,35_PainArm_7,,,2.54,2.54,0.0
validation,35,PainArm,35_PainArm_8,,2.4,2.24,2.3200000000000003,0.1599999999999997
validation,35,PainArm,35_PainArm_9,,1.45,2.94,2.195,1.49
validation,35,PainArm,35_PainArm_11,,2.71,2.06,2.385,0.6499999999999999
validation,35,PainArm,35_PainArm_12,2.0,1.73,2.25,2.0,0.52
validation,38,PainHand,38_PainHand_1,,3.95,2.93,3.4400000000000004,1.02
validation,38,PainHand,38_PainHand_2,,1.98,3.4,2.69,1.42
validation,38,PainArm,38_PainArm_1,2.0,2.2,3.36,2.2,1.3599999999999999
validation,38,PainArm,38_PainArm_2,2.04,2.14,2.12,2.12,0.10000000000000009
validation,38,PainHand,38_PainHand_3,,2.16,2.8,2.48,0.6399999999999997
validation,38,PainHand,38_PainHand_4,,1.4,2.95,2.175,1.5500000000000003
validation,38,PainArm,38_PainArm_3,,3.12,2.1,2.6100000000000003,1.02
validation,38,PainArm,38_PainArm_4,,1.45,2.23,1.8399999999999999,0.78
validation,38,PainHand,38_PainHand_5,,2.41,2.49,2.45,0.08000000000000007
validation,38,PainArm,38_PainArm_5,,,3.09,3.09,0.0
validation,38,PainHand,38_PainHand_6,,,2.1,2.1,0.0
validation,38,PainArm,38_PainArm_6,,1.75,2.21,1.98,0.45999999999999996
validation,38,PainArm,38_PainArm_7,,1.39,2.82,2.105,1.43
validation,38,PainHand,38_PainHand_7,,1.57,2.29,1.9300000000000002,0.72
validation,38,PainHand,38_PainHand_8,2.37,,2.46,2.415,0.08999999999999986
validation,38,PainHand,38_PainHand_9,,,2.14,2.14,0.0
validation,38,PainArm,38_PainArm_8,,3.04,2.87,2.955,0.16999999999999993
validation,38,PainArm,38_PainArm_9,3.6,2.52,2.24,2.52,1.3599999999999999
validation,38,PainHand,38_PainHand_10,,,3.98,3.98,0.0
validation,38,PainArm,38_PainArm_10,2.22,1.64,2.86,2.22,1.22
validation,38,PainArm,38_PainArm_11,,2.81,3.79,3.3,0.98
validation,38,PainHand,38_PainHand_11,,,2.19,2.19,0.0
validation,38,PainArm,38_PainArm_12,,2.0,2.16,2.08,0.16000000000000014
validation,38,PainHand,38_PainHand_12,2.42,,2.17,2.295,0.25
validation,39,PainArm,39_PainArm_2,,2.31,3.98,3.145,1.67
validation,39,PainHand,39_PainHand_1,,1.96,2.41,2.185,0.4500000000000002
validation,39,PainArm,39_PainArm_4,,2.86,3.31,3.085,0.4500000000000002
validation,39,PainArm,39_PainArm_5,,2.76,3.56,3.16,0.8000000000000003
validation,39,PainArm,39_PainArm_7,,2.6,2.04,2.3200000000000003,0.56
validation,39,PainHand,39_PainHand_4,,2.54,2.94,2.74,0.3999999999999999
validation,39,PainHand,39_PainHand_6,3.87,2.06,2.06,2.06,1.81
validation,39,PainArm,39_PainArm_9,,2.11,2.12,2.115,0.010000000000000231
validation,39,PainHand,39_PainHand_7,,,2.01,2.01,0.0
validation,39,PainHand,39_PainHand_8,,2.16,2.1,2.13,0.06000000000000005
validation,39,PainHand,39_PainHand_9,,1.41,2.17,1.79,0.76
validation,39,PainHand,39_PainHand_10,,2.8,2.49,2.645,0.3099999999999996
validation,39,PainHand,39_PainHand_11,,2.14,2.7,2.42,0.56
validation,39,PainArm,39_PainArm_11,,2.47,2.36,2.415,0.11000000000000032
validation,40,PainArm,40_PainArm_1,,,2.7,2.7,0.0
validation,40,PainArm,40_PainArm_2,,2.83,2.11,2.4699999999999998,0.7200000000000002
validation,40,PainHand,40_PainHand_1,2.16,3.08,2.06,2.16,1.02
validation,40,PainHand,40_PainHand_2,,3.11,2.52,2.815,0.5899999999999999
validation,40,PainArm,40_PainArm_3,,3.34,2.26,2.8,1.08
validation,40,PainArm,40_PainArm_4,2.0,3.48,2.14,2.14,1.48
validation,40,PainArm,40_PainArm_5,,,2.69,2.69,0.0
validation,40,PainArm,40_PainArm_6,,3.31,2.11,2.71,1.2000000000000002
validation,40,PainHand,40_PainHand_3,,1.52,2.29,1.905,0.77
validation,40,PainArm,40_PainArm_7,,1.75,2.98,2.365,1.23
validation,40,PainArm,40_PainArm_8,,,2.5,2.5,0.0
validation,40,PainHand,40_PainHand_4,,2.73,2.13,2.4299999999999997,0.6000000000000001
validation,40,PainHand,40_PainHand_5,,,2.06,2.06,0.0
validation,40,PainHand,40_PainHand_6,,3.09,2.01,2.55,1.08
validation,40,PainArm,40_PainArm_9,,3.22,2.28,2.75,0.9400000000000004
validation,40,PainHand,40_PainHand_7,,1.75,2.43,2.09,0.6800000000000002
validation,40,PainHand,40_PainHand_8,,3.95,2.11,3.0300000000000002,1.8400000000000003
validation,40,PainHand,40_PainHand_10,,1.92,2.12,2.02,0.20000000000000018
validation,40,PainArm,40_PainArm_10,,1.89,2.19,2.04,0.30000000000000004
validation,40,PainArm,40_PainArm_11,,1.86,2.12,1.9900000000000002,0.26
validation,40,PainHand,40_PainHand_12,,3.39,2.22,2.805,1.17
validation,40,PainArm,40_PainArm_12,,2.24,2.05,2.145,0.1900000000000004
validation,61,PainArm,61_PainArm_1,,,3.03,3.03,0.0
validation,61,PainArm,61_PainArm_2,,3.89,2.12,3.005,1.77
validation,61,PainHand,61_PainHand_1,,1.73,2.12,1.925,0.3900000000000001
validation,61,PainHand,61_PainHand_2,,1.7,2.04,1.87,0.3400000000000001
validation,61,PainArm,61_PainArm_3,,3.45,2.22,2.835,1.23
validation,61,PainArm,61_PainArm_4,2.19,,2.44,2.315,0.25
validation,61,PainArm,61_PainArm_5,,2.33,2.66,2.495,0.33000000000000007
validation,61,PainArm,61_PainArm_6,,2.54,2.91,2.725,0.3700000000000001
validation,61,PainHand,61_PainHand_3,2.08,,2.23,2.1550000000000002,0.1499999999999999
validation,61,PainArm,61_PainArm_7,,2.62,2.43,2.5250000000000004,0.18999999999999995
validation,61,PainArm,61_PainArm_8,,,2.3,2.3,0.0
validation,61,PainHand,61_PainHand_4,2.02,3.63,2.88,2.88,1.6099999999999999
validation,61,PainHand,61_PainHand_5,,2.32,2.02,2.17,0.2999999999999998
validation,61,PainHand,61_PainHand_6,,2.24,2.49,2.365,0.25
validation,61,PainArm,61_PainArm_9,,,2.39,2.39,0.0
validation,61,PainHand,61_PainHand_7,,3.31,2.8,3.0549999999999997,0.5100000000000002
validation,61,PainHand,61_PainHand_8,,3.92,2.3,3.11,1.62
validation,61,PainHand,61_PainHand_9,,1.69,2.9,2.295,1.21
validation,61,PainHand,61_PainHand_10,,,2.3,2.3,0.0
validation,61,PainHand,61_PainHand_11,,,3.58,3.58,0.0
validation,61,PainArm,61_PainArm_10,2.0,,3.84,2.92,1.8399999999999999
validation,61,PainArm,61_PainArm_11,,,2.23,2.23,0.0
validation,61,PainHand,61_PainHand_12,,2.44,2.46,2.45,0.020000000000000018
validation,61,PainArm,61_PainArm_12,,1.64,3.49,2.565,1.8500000000000003
validation,62,PainArm,62_PainArm_2,,,2.0,2.0,0.0
validation,62,PainHand,62_PainHand_1,,,2.33,2.33,0.0
validation,62,PainHand,62_PainHand_2,,3.99,2.08,3.035,1.9100000000000001
validation,62,PainArm,62_PainArm_3,,,2.03,2.03,0.0
validation,62,PainArm,62_PainArm_4,,,3.09,3.09,0.0
validation,62,PainArm,62_PainArm_5,,,3.06,3.06,0.0
validation,62,PainArm,62_PainArm_6,,2.22,2.91,2.5650000000000004,0.69
validation,62,PainHand,62_PainHand_3,,2.97,2.64,2.805,0.33000000000000007
validation,62,PainArm,62_PainArm_7,3.2,2.42,3.32,3.2,0.8999999999999999
validation,62,PainArm,62_PainArm_8,2.05,3.95,2.86,2.86,1.9000000000000004
validation,62,PainHand,62_PainHand_4,,2.29,2.96,2.625,0.6699999999999999
validation,62,PainHand,62_PainHand_5,3.58,1.9,2.33,2.33,1.6800000000000002
validation,62,PainHand,62_PainHand_6,,2.0,2.38,2.19,0.3799999999999999
validation,62,PainArm,62_PainArm_9,,,2.74,2.74,0.0
validation,62,PainHand,62_PainHand_7,,,3.66,3.66,0.0
validation,62,PainHand,62_PainHand_8,,,2.33,2.33,0.0
validation,62,PainHand,62_PainHand_9,2.04,2.8,2.44,2.44,0.7599999999999998
validation,62,PainHand,62_PainHand_10,,,2.32,2.32,0.0
validation,62,PainHand,62_PainHand_11,,2.38,2.0,2.19,0.3799999999999999
validation,62,PainArm,62_PainArm_10,,,2.84,2.84,0.0
validation,62,PainArm,62_PainArm_11,,,3.8,3.8,0.0
validation,62,PainHand,62_PainHand_12,2.31,2.86,2.22,2.31,0.6399999999999997
validation,62,PainArm,62_PainArm_12,,,2.52,2.52,0.0
validation,65,PainHand,65_PainHand_1,,,2.29,2.29,0.0
validation,65,PainHand,65_PainHand_2,,,2.01,2.01,0.0
validation,65,PainArm,65_PainArm_1,,,2.41,2.41,0.0
validation,65,PainArm,65_PainArm_2,,,2.26,2.26,0.0
validation,65,PainHand,65_PainHand_3,,,2.37,2.37,0.0
validation,65,PainHand,65_PainHand_4,,1.59,2.39,1.9900000000000002,0.8
validation,65,PainArm,65_PainArm_4,,,2.4,2.4,0.0
validation,65,PainHand,65_PainHand_5,,,3.72,3.72,0.0
validation,65,PainHand,65_PainHand_6,,,2.16,2.16,0.0
validation,65,PainArm,65_PainArm_6,,3.77,3.37,3.5700000000000003,0.3999999999999999
validation,65,PainArm,65_PainArm_7,,,2.16,2.16,0.0
validation,65,PainHand,65_PainHand_7,,,2.13,2.13,0.0
validation,65,PainHand,65_PainHand_8,2.68,,2.44,2.56,0.2400000000000002
validation,65,PainHand,65_PainHand_9,,2.34,2.96,2.65,0.6200000000000001
validation,65,PainArm,65_PainArm_9,,,2.01,2.01,0.0
validation,65,PainHand,65_PainHand_10,2.01,,2.22,2.115,0.2100000000000004
validation,65,PainArm,65_PainArm_10,,,2.15,2.15,0.0
validation,65,PainArm,65_PainArm_11,,,2.74,2.74,0.0
validation,65,PainHand,65_PainHand_11,,,2.67,2.67,0.0
validation,65,PainArm,65_PainArm_12,,,2.02,2.02,0.0
validation,65,PainHand,65_PainHand_12,2.2,,2.53,2.365,0.3299999999999996
